ztfname host_ra host_dec sn_ra sn_dec
ZTF20absitlr 53.63369 -4.81067 53.63714 -4.81050
ZTF20abstsxb 359.44383 3.96332 359.44437 3.96249
ZTF20absvtnc 23.58129 2.46560 23.58115 2.46537
ZTF20absvwdh 45.98909 3.46004 45.99032 3.45798
ZTF20abswgbn 357.78245 -19.79180 357.78270 -19.79187
ZTF20abswjae 10.09582 29.56624 10.09593 29.56623
ZTF20absyium 240.24592 70.60078 240.24335 70.60419
ZTF20abszyjg 272.75597 53.46638 272.75590 53.46602
ZTF20abszzlp 237.28594 68.04261 237.28605 68.04395
ZTF20abtajxq 261.89311 63.63641 261.89230 63.63751
ZTF20abtcijp 258.99035 66.69092 258.99060 66.69090
ZTF20abtctgr 345.29008 23.48438 345.29011 23.48714
ZTF20abtfnpl 316.92439 8.36773 316.92413 8.36784
ZTF20abthxfr 42.83561 45.08311 42.83596 45.08284
ZTF20abtnpwt 331.63460 7.62483 331.63483 7.62479
ZTF20abtsecq 333.80735 24.91952 333.80745 24.92038
ZTF20abtzhfc 310.15555 -3.52279 310.15662 -3.52166
ZTF20abucjsa 355.94692 51.24130 355.94686 51.24149
ZTF20abucvpo 16.62292 18.33039 16.62124 18.33157
ZTF20abujoya 59.92458 26.58889 59.92531 26.58959
ZTF20abuojuw 291.74950 41.78639 291.74948 41.78853
ZTF20abupbub 1.02474 51.66103 1.02694 51.66399
ZTF20abushtf 52.06815 36.79935 52.06833 36.79955
ZTF20abuusst 273.65582 26.97012 273.65661 26.96923
ZTF20abvaida 66.03754 11.96107 66.03617 11.96159
ZTF20abvdtgl 225.79524 8.12202 225.79554 8.12216
ZTF20abvowvw 14.63473 -2.83394 14.63458 -2.83389
ZTF20abvqibv 5.38274 -20.43982 5.38274 -20.43970
ZTF20abvqilf 1.21130 -18.75686 1.21111 -18.75702
ZTF20abvtozi 51.62346 33.74794 51.62365 33.74862
ZTF20abvxcao 345.18311 1.27397 345.18379 1.27372
ZTF20abvxdio 338.12201 -4.29052 338.12223 -4.29097
ZTF20abvxhvg 354.68748 -13.35882 354.68759 -13.35834
ZTF20abvxsgk 20.97956 -4.91554 20.98023 -4.91522
ZTF20abvyare 25.55433 -20.70630 25.55602 -20.70745
ZTF20abvyauy 17.27593 -16.00063 17.28012 -15.99708
ZTF20abvycao 54.23519 2.77968 54.23555 2.78035
ZTF20abvycvf 58.56659 15.92866 58.56636 15.92858
ZTF20abvykmy 54.99624 -4.06798 54.99683 -4.06663
ZTF20abwaoey 288.07027 56.48379 288.07066 56.48407
ZTF20abwavab 312.50791 29.70566 312.50962 29.70733
ZTF20abwayjb 245.39087 32.56695 245.39185 32.56747
ZTF20abwcnhm 328.16003 7.23090 328.15977 7.23071
ZTF20abwdwoa 1.12582 17.54303 1.12604 17.54295
ZTF20abweedo 337.16197 22.86753 337.16237 22.86748
ZTF20abwkqxd 311.29934 69.40906 311.29964 69.40888
ZTF20abwktfx 271.61586 46.53987 271.61602 46.54099
ZTF20abwrcmq 17.64580 2.11415 17.64509 2.11391
ZTF20abwvswy 338.31570 34.01177 338.31573 34.01170
ZTF20abwynwj 19.46014 21.26296 19.45986 21.26311
ZTF20abwyyjc 8.68705 77.64948 8.68989 77.64856
ZTF20abxawtv 123.52662 40.26405 123.52579 40.26763
ZTF20abxbjai 197.98927 44.81551 197.98531 44.81563
ZTF20abxcycq 331.96862 -10.56080 331.96850 -10.55892
ZTF20abxezim 21.14527 -0.42259 21.14518 -0.42256
ZTF20abxfiev 40.35431 13.34044 40.35517 13.33953
ZTF20abxgwjr 267.27718 61.63117 267.27516 61.63077
ZTF20abxgxjd 268.87502 30.22385 268.87632 30.22228
ZTF20abxhigx 349.77432 -4.65774 349.77403 -4.65759
ZTF20abxidyb 5.16952 28.82278 5.16932 28.82271
ZTF20abxjefm 320.90149 13.81721 320.90127 13.81749
ZTF20abxkwca 125.13581 56.47678 125.13244 56.47570
ZTF20abxlham 249.37307 62.94395 249.36799 62.94332
ZTF20abxlwht 252.29737 21.79654 252.29723 21.79653
ZTF20abxmgny 280.93546 66.79644 280.93566 66.79640
ZTF20abxpzxg 19.40553 16.88171 19.40591 16.88070
ZTF20abxqtyg 46.59169 -9.87915 46.59251 -9.87810
ZTF20abxrsjb 276.54532 34.43848 276.54557 34.43755
ZTF20abxtiyh 50.95326 -14.41602 50.95368 -14.41608
ZTF20abxwreg 275.91914 16.62571 275.91884 16.62597
ZTF20abxxvzp 94.81597 52.33787 94.81710 52.33792
ZTF20abxxzxy 75.09604 6.83551 75.09589 6.83537
ZTF20abxyadt 78.22262 9.33043 78.22240 9.33051
ZTF20abxyajd 27.67985 -21.77356 27.67996 -21.77255
ZTF20abxyaqc 19.90480 -23.86372 19.90431 -23.86275
ZTF20abxyaxt 55.98422 -20.52942 55.98488 -20.52786
ZTF20abxyfye 75.20749 -13.10726 75.20851 -13.10652
ZTF20abxyggc 74.55322 -20.36498 74.55685 -20.35747
ZTF20abxyjfg 104.95708 87.32684 104.91590 87.32559
ZTF20abxzrqw 23.77325 12.79937 23.77442 12.79992
ZTF20abydkrl 66.58621 -10.09512 66.59143 -10.09880
ZTF20abyfgri 315.89624 -0.17403 315.89636 -0.17288
ZTF20abyfmjr 40.68846 38.08377 40.68832 38.08375
ZTF20abygigy 20.69461 10.03190 20.69456 10.03137
ZTF20abyiohf 335.13255 28.49843 335.13241 28.49839
ZTF20abyiycy 271.97206 30.57094 271.97334 30.57162
ZTF20abyjopm 12.16920 41.65547 12.16883 41.65528
ZTF20abyjoxb 7.63262 33.20774 7.63270 33.20773
ZTF20abyjpxx 34.61300 45.99017 34.61201 45.99109
ZTF20abylbuf 41.08600 14.91903 41.08669 14.92133
ZTF20abyleyk 274.06250 14.28562 274.06256 14.28562
ZTF20abypkpz 315.93410 7.29454 315.93416 7.29453
ZTF20abyppuk 270.00000 -80.00000 321.59160 26.52053
ZTF20abyptpc 354.67167 15.95465 354.67031 15.95405
ZTF20abyqdyg 334.70751 8.77685 334.70699 8.77717
ZTF20abyskia 266.89640 66.65317 266.89827 66.65208
ZTF20abysqxw 302.62973 -16.86083 302.62926 -16.85967
ZTF20abyvtds 16.53888 -3.84424 16.53825 -3.84405
ZTF20abywpkl 89.04278 75.72107 89.04592 75.71930
ZTF20abywspv 270.00000 -80.00000 24.98444 8.78679
ZTF20abywzvj 40.63268 -0.96364 40.63338 -0.96310
ZTF20abyxcib 83.45899 -13.35513 83.45904 -13.35488
ZTF20abyxnjo 0.69033 45.11482 0.69045 45.11480
ZTF20abyxuky 34.38116 10.54738 34.38126 10.54735
ZTF20abyyfmw 347.38886 15.65889 347.38798 15.65926
ZTF20abyyvrw 270.00000 -80.00000 138.53757 40.07800
ZTF20abyyzyd 213.77107 40.23505 213.77119 40.23253
ZTF20abyzbxa 255.85719 35.99876 255.85808 35.99966
ZTF20abyzgzj 270.78392 16.43135 270.78175 16.43188
ZTF20abzaknn 341.79060 -5.59099 341.78924 -5.59147
ZTF20abzayoe 345.12615 -21.91119 345.12675 -21.91302
ZTF20abzbfct 359.54487 22.77053 359.54421 22.77022
ZTF20abzcfqn 20.23652 19.65041 20.23651 19.65429
ZTF20abzcokv 30.92060 52.14972 30.92263 52.15054
ZTF20abzcsbt 81.70275 50.71751 81.70218 50.71777
ZTF20abzetdf 77.43202 3.89294 77.43225 3.89286
ZTF20abzettb 61.85055 30.28931 61.85024 30.28871
ZTF20abzfoyg 263.15586 5.82997 263.15589 5.82918
ZTF20abzgfhl 286.04539 29.44585 286.04569 29.44640
ZTF20abzhwtq 341.05441 -18.17736 341.05580 -18.17834
ZTF20abzjads 316.25766 8.27330 316.25745 8.27388
ZTF20abzjobr 344.59381 21.17801 344.59423 21.17756
ZTF20abzjpsv 356.69371 25.55826 356.69396 25.55810
ZTF20abzjvse 1.73185 45.08880 1.73380 45.09163
ZTF20abzkzcw 47.44785 5.94269 47.44789 5.94312
ZTF20abznlzw 124.60276 6.84963 124.60268 6.84966
ZTF20abzpxxu 16.66270 43.27490 16.66250 43.27479
ZTF20abztubu 92.60926 40.06760 92.60914 40.06768
ZTF20abzvxyk 357.74359 20.45551 357.74352 20.45556
ZTF20acaapwk 108.99673 14.90423 108.99711 14.90396
ZTF20acaczen 355.58347 -14.70383 355.58233 -14.70294
ZTF20acajvrj 1.27137 12.76760 1.27166 12.76802
ZTF20acauthg 47.24060 15.17292 47.24174 15.17332
ZTF20acbakkg 279.05268 77.14960 279.05067 77.14993
ZTF20acbbpln 281.37053 66.08235 281.37061 66.08240
ZTF20acbeanu 15.62028 -12.79998 15.62028 -12.79994
ZTF20acberbd 90.64373 83.04689 90.64590 83.04697
ZTF20acberfr 107.85861 62.39611 107.86047 62.39610
ZTF20acbgefk 85.82073 63.76032 85.82070 63.76042
ZTF20acbnoqi 9.18173 33.10623 9.18196 33.10588
ZTF20acbnwyb 328.18115 34.37833 328.18151 34.37795
ZTF20acbovrt 359.86419 17.86494 359.86616 17.86518
ZTF20acbttnt 20.05713 -0.04465 20.05717 -0.04470
ZTF20acbxkwx 84.00312 -13.13138 84.00307 -13.13135
ZTF20accagnf 291.99664 36.35002 291.99589 36.34962
ZTF20acchxpm 41.05725 -2.90418 41.05701 -2.90420
ZTF20accmtgt 128.64053 -1.95909 128.63767 -1.95797
ZTF20accmutv 126.09724 -3.48848 126.09939 -3.48866
ZTF20accoccp 331.26686 -9.02411 331.26325 -9.02427
ZTF20accodxy 319.26139 -9.04277 319.26129 -9.04265
ZTF20accovje 329.35310 18.04312 329.35349 18.04312
ZTF20accsfkt 28.99890 -2.34546 28.99924 -2.34534
ZTF20acctbbw 34.67053 50.78657 34.66994 50.78695
ZTF20accxqqo 85.82370 58.08730 85.82474 58.08490
ZTF20accxzmn 90.53069 46.51006 90.53388 46.50855
ZTF20acdafau 317.45310 15.14645 317.45223 15.14865
ZTF20acdalpf 337.21015 44.63338 337.21227 44.63473
ZTF20acdnmpv 295.86478 65.19419 295.87020 65.19269
ZTF20acdqjeq 31.70643 44.58625 31.70556 44.58759
ZTF20acduffd 37.84089 43.46571 37.83819 43.46476
ZTF20acebgre 270.00000 -80.00000 242.55014 54.40542
ZTF20acebweq 243.44181 22.91901 243.44261 22.91968
ZTF20acehyxd 24.76781 75.32449 24.76755 75.32345
ZTF20aceqoer 15.25790 21.19926 15.25785 21.19934
ZTF20acexvcz 28.37929 1.55679 28.37887 1.55724
ZTF20acezhcf 98.21159 -12.38203 98.21053 -12.38355
ZTF20acezpem 90.22406 54.69042 90.22409 54.69062
ZTF20acfaonm 118.90134 50.90441 118.90454 50.90272
ZTF20acfasbq 122.25472 72.04404 122.25372 72.04152
ZTF20acfkkyf 65.70607 29.87086 65.71054 29.87260
ZTF20acflmyv 66.21146 -10.93502 66.21269 -10.93431
ZTF20acfnuee 337.90237 2.50175 337.90198 2.50186
ZTF20acfsrww 240.41762 21.35296 240.42042 21.35489
ZTF20acfviac 84.82108 63.64224 84.82191 63.64168
ZTF20acfvltv 118.48134 64.54986 118.48317 64.55132
ZTF20acfvqjl 141.06673 49.24918 141.06789 49.24847
ZTF20acfvsze 24.33123 4.80204 24.33042 4.80197
ZTF20acgbkji 98.94935 55.71054 98.95063 55.71115
ZTF20acgcgnf 118.26873 29.28614 118.26651 29.28555
ZTF20acgdycd 93.00500 84.19265 93.00545 84.19245
ZTF20acggxac 339.74054 25.55090 339.73834 25.55023
ZTF20acggzxc 338.78937 -17.41807 338.79078 -17.41974
ZTF20acgkbjz 151.01305 53.29888 151.01011 53.29706
ZTF20acgkuay 270.74273 52.11446 270.74471 52.11510
ZTF20acgmflv 334.63550 35.63367 334.63583 35.63329
ZTF20acgmqgv 5.40570 -19.50893 5.40519 -19.50803
ZTF20acgmvsn 24.74189 48.87991 24.74222 48.88049
ZTF20acgnbvv 16.59529 -20.61303 16.59559 -20.61323
ZTF20acgnrqu 119.27924 70.84931 119.28077 70.84932
ZTF20acgnzhj 75.05056 6.05554 75.04932 6.05464
ZTF20acgokbj 95.86269 50.87697 95.86262 50.87705
ZTF20acgpigm 243.49084 49.97659 243.49098 49.97576
ZTF20acgpngg 356.29332 -25.82348 356.29413 -25.82233
ZTF20acgpqqr 18.51114 14.37848 18.51140 14.38118
ZTF20acgprcg 359.26514 17.90370 359.26464 17.90400
ZTF20acgremo 99.35977 22.65493 99.35959 22.65503
ZTF20acgrvqo 81.27880 -21.24641 81.27906 -21.24645
ZTF20acgrvtr 81.01814 -23.02401 81.01883 -23.02423
ZTF20acgrwej 127.57408 -2.01387 127.57450 -2.01426
ZTF20acgrzjm 79.95812 -20.96720 79.95769 -20.96513
ZTF20acgsvwb 278.53935 25.78603 278.54049 25.78587
ZTF20acgyixo 252.84124 7.86197 252.84134 7.86164
ZTF20acgynyw 257.53639 38.22954 257.53624 38.22956
ZTF20acgyulx 256.23477 21.00614 256.23350 21.00741
ZTF20acgyvgs 304.55331 7.50740 304.55317 7.50776
ZTF20acgzjje 329.35929 -19.82907 329.35852 -19.83008
ZTF20acgznau 343.29722 11.11305 343.29852 11.11354
ZTF20achadaa 331.02885 -19.68584 331.02855 -19.68572
ZTF20achatyv 338.39206 -20.76811 338.39191 -20.76693
ZTF20achawym 2.80969 -6.45961 2.80949 -6.45940
ZTF20achaxvo 15.29012 -15.25053 15.29023 -15.25127
ZTF20achaybx 3.49286 -5.46617 3.49179 -5.46626
ZTF20achbdcv 344.18651 4.48728 344.18423 4.48367
ZTF20achbekh 27.12024 12.89662 27.12058 12.89614
ZTF20achbkud 31.73108 -11.07459 31.73110 -11.07495
ZTF20achdcni 137.44099 55.06076 137.44009 55.06101
ZTF20achdwmq 109.49227 43.57165 109.49193 43.57173
ZTF20achfdib 297.65642 10.58320 297.65504 10.58075
ZTF20achkgng 1.24028 15.17715 1.24080 15.17794
ZTF20achksbc 290.98201 67.57019 290.98171 67.57007
ZTF20achlced 21.02874 12.92129 21.02869 12.92140
ZTF20achmgee 26.94887 42.00605 26.94665 42.00454
ZTF20achncqp 120.87766 64.10932 120.87761 64.10913
ZTF20achncxi 109.14041 78.15497 109.13582 78.15440
ZTF20achoqvb 167.85427 28.53742 167.85471 28.53589
ZTF20achptde 313.57980 9.15704 313.57939 9.15806
ZTF20achqthp 343.90989 7.22822 343.90998 7.22847
ZTF20achrklb 357.81672 -13.19142 357.81678 -13.19159
ZTF20achsfcq 12.09566 -21.95676 12.09724 -21.95871
ZTF20achsoln 28.42962 9.46456 28.42951 9.46445
ZTF20achstwk 0.81914 2.25189 0.81898 2.25212
ZTF20achtpbn 13.46559 -18.31007 13.46553 -18.31086
ZTF20achtubm 27.55161 -10.95288 27.55095 -10.95328
ZTF20achtxbi 39.18890 20.55459 39.19068 20.55405
ZTF20achtzug 60.31911 31.73201 60.31742 31.73424
ZTF20achvere 121.34560 -12.87726 121.34216 -12.87891
ZTF20achvmjr 119.30997 -5.20307 119.30871 -5.20382
ZTF20achvmoj 129.31759 -5.92135 129.31692 -5.92370
ZTF20achwpvs 310.73242 5.85238 310.73247 5.85241
ZTF20achyvas 293.41160 39.39038 293.41463 39.38888
ZTF20achzugy 356.00644 25.96305 356.00642 25.96305
ZTF20aciaxil 20.32442 28.43145 20.32347 28.43213
ZTF20acifwef 152.03315 19.42613 152.03306 19.42614
ZTF20acihzqp 352.13261 -5.47182 352.13234 -5.47128
ZTF20aciievv 270.00000 -80.00000 18.28364 28.67697
ZTF20aciigcw 14.70936 12.94063 14.70935 12.94005
ZTF20acijssu 20.81441 -10.10220 20.81478 -10.09888
ZTF20acikuon 43.20933 -1.23083 43.20958 -1.23110
ZTF20acikzzn 69.15073 21.13081 69.15183 21.13302
ZTF20acimhna 74.70656 51.55212 74.69134 51.55936
ZTF20acimjmc 40.47726 46.67090 40.47652 46.66996
ZTF20acimzlk 107.87518 62.82588 107.87574 62.82559
ZTF20acinaeq 126.44207 43.30350 126.44221 43.30414
ZTF20aciowcm 348.48118 -17.51330 348.48147 -17.51302
ZTF20acisbek 60.01114 -24.60089 60.00615 -24.60029
ZTF20acisynr 57.06038 -21.79168 57.05979 -21.79224
ZTF20acitbmh 105.15583 35.04884 105.15580 35.04731
ZTF20acithxf 155.64568 79.82083 155.63946 79.82438
ZTF20acitojm 100.33234 19.27186 100.33245 19.27293
ZTF20aciuafo 133.62725 1.43617 133.62787 1.43671
ZTF20aciuakv 125.91375 -0.16783 125.91559 -0.16831
ZTF20aciudrr 134.59259 15.03968 134.59340 15.04127
ZTF20aciuftf 117.94517 16.62386 117.94535 16.62370
ZTF20aciugdl 124.99609 7.79654 124.99882 7.79369
ZTF20acixidp 346.56505 45.22764 346.56182 45.22554
ZTF20aciywlz 0.58988 -15.33233 0.58989 -15.33233
ZTF20acizliy 348.40531 4.14929 348.40466 4.14899
ZTF20acjdhof 38.04129 -6.81595 38.04112 -6.81590
ZTF20acjetyf 57.90455 -10.05644 57.90430 -10.05630
ZTF20acjfimy 46.70055 26.82576 46.70131 26.82497
ZTF20acjhhqx 270.00000 -80.00000 107.82875 44.37950
ZTF20acjjkhr 251.93450 40.97715 251.93612 40.97729
ZTF20acjlkpe 288.91959 55.66479 288.91941 55.66466
ZTF20acjpwdk 89.22953 -21.32402 89.22956 -21.32421
ZTF20acjrytv 154.64905 11.89199 154.64909 11.89380
ZTF20acjsazw 163.94750 14.86557 163.94974 14.86789
ZTF20acjutba 6.47727 4.79747 6.47723 4.79756
ZTF20acjzzyr 301.01746 49.95467 301.01727 49.95446
ZTF20ackdkva 22.70177 34.80201 22.70174 34.80203
ZTF20ackhoek 119.88453 -16.32893 119.88444 -16.32894
ZTF20ackhzba 142.20815 46.65335 142.20821 46.65326
ZTF20ackitai 326.33831 2.93002 326.33836 2.92997
ZTF20ackkejs 330.85427 0.58895 330.85308 0.58878
ZTF20ackobeu 23.96915 -5.79481 23.96960 -5.79448
ZTF20ackpivo 270.00000 -80.00000 28.63755 -2.91847
ZTF20ackpjmb 29.41456 -5.95898 29.41162 -5.95955
ZTF20ackrqfi 170.77261 40.78255 170.77209 40.78232
ZTF20aclczbr 64.42910 -26.38270 64.43128 -26.38515
ZTF20aclfeze 80.98586 -21.95010 80.98587 -21.95009
ZTF20aclflxd 105.86977 36.41413 105.86991 36.41377
ZTF20aclggpx 132.15667 22.66244 132.15679 22.66267
ZTF20aclgnds 139.33829 33.88827 139.33891 33.88880
ZTF20aclkcuu 44.39055 13.47545 44.39169 13.47533
ZTF20aclkuqh 24.43227 -22.70340 24.43179 -22.70428
ZTF20aclkyhj 37.89301 -14.15298 37.89290 -14.15156
ZTF20aclkyjg 45.87762 -22.95358 45.87746 -22.95383
ZTF20acllntr 55.89164 -11.32617 55.89084 -11.32606
ZTF20aclnsts 159.85847 21.68800 159.85764 21.68789
ZTF20aclwclm 272.96370 14.98154 272.96290 14.98245
ZTF20aclwowi 330.05078 -18.22603 330.05099 -18.22661
ZTF20aclxbwk 356.66029 -3.90941 356.66125 -3.90988
ZTF20aclzegl 67.71290 9.06903 67.71259 9.06851
ZTF20acmafkf 33.64511 -6.63488 33.64563 -6.63400
ZTF20acmbhgy 70.38977 -22.80857 70.38949 -22.80872
ZTF20acmddof 91.64079 47.58901 91.64074 47.59046
ZTF20acmfacr 122.79611 -10.58765 122.79542 -10.58811
ZTF20acmxpmg 259.63239 18.27223 259.63207 18.27183
ZTF20acmzfsz 348.91161 0.37355 348.91182 0.37394
ZTF20acmzoxo 331.20547 16.85617 331.20533 16.85664
ZTF20acnagjb 342.24228 5.82244 342.24111 5.82247
ZTF20acndqhk 63.71661 23.69997 63.71656 23.70019
ZTF20acnigox 88.75019 54.44354 88.74913 54.44378
ZTF20acnrphs 269.98562 68.50014 269.99242 68.49795
ZTF20acnsgdb 273.80969 76.92185 273.81240 76.91916
ZTF20acnsinb 331.01118 3.28457 331.01121 3.28483
ZTF20acntqoh 87.77652 61.31407 87.77420 61.31207
ZTF20acnviyk 132.41288 20.02352 132.41287 20.02315
ZTF20acnvlgg 180.13553 56.39284 180.13560 56.39099
ZTF20acnvnss 168.14140 -6.28302 168.14058 -6.28267
ZTF20acnvorm 170.14858 -1.49268 170.14573 -1.49042
ZTF20acnvprg 117.19653 15.62547 117.19659 15.62551
ZTF20acnvzga 274.75371 29.19261 274.75367 29.19242
ZTF20acnwgtl 329.42024 -5.67022 329.42023 -5.67016
ZTF20acnwjwp 327.43793 22.67943 327.43741 22.67907
ZTF20acnywhz 150.28806 -2.32010 150.28801 -2.31986
ZTF20acnyxln 145.64917 -3.48887 145.64839 -3.49021
ZTF20acnznol 156.79602 10.02464 156.79871 10.02489
ZTF20acoaqpm 281.17980 61.56897 281.18005 61.56830
ZTF20acobamg 336.54734 -26.90029 336.54726 -26.90055
ZTF20acobevy 0.56300 -23.49507 0.56300 -23.49502
ZTF20acobvxk 37.67384 -14.56881 37.67347 -14.56904
ZTF20acobxlz 38.69337 -13.45554 38.69291 -13.45560
ZTF20acogesf 80.08694 -14.59115 80.08727 -14.59123
ZTF20acogywb 142.24607 -14.80731 142.24335 -14.80564
ZTF20acojxtb 80.46134 -19.30413 80.46114 -19.30440
ZTF20acoklnd 180.29672 34.59251 180.29756 34.59373
ZTF20acoojba 44.44465 -20.72105 44.44397 -20.72108
ZTF20acopmey 335.69499 -1.62440 335.69475 -1.62452
ZTF20acoqlav 1.78988 39.17093 1.79012 39.17095
ZTF20acoqlrd 346.01855 20.28519 346.01844 20.28476
ZTF20acoqpbg 26.78345 -6.88077 26.78213 -6.87883
ZTF20acordqz 8.62149 1.30557 8.62125 1.30599
ZTF20acoredl 353.84700 -14.79847 353.84857 -14.79721
ZTF20acosehg 42.73703 35.06773 42.73536 35.06925
ZTF20acotwur 155.68974 -8.69170 155.68975 -8.69167
ZTF20acovdho 307.73012 19.33974 307.72886 19.33795
ZTF20acovrzx 19.00755 -10.85873 19.00885 -10.86451
ZTF20acowata 68.80470 -1.11443 68.80453 -1.11517
ZTF20acowcee 28.62699 -21.30131 28.62694 -21.30104
ZTF20acowddo 28.52482 7.14997 28.52457 7.14962
ZTF20acowpur 44.86948 5.02185 44.86974 5.02208
ZTF20acowuix 148.67675 45.55490 148.67781 45.55517
ZTF20acoxdas 150.50775 -2.01637 150.50807 -2.01731
ZTF20acoxmsr 160.39647 -3.44153 160.39663 -3.44153
ZTF20acoxtxr 282.79261 39.94211 282.79131 39.94331
ZTF20acoyfpk 345.25272 40.90968 345.24941 40.91064
ZTF20acoyvdg 18.51973 30.25519 18.51963 30.25503
ZTF20acoyyly 353.57725 43.37917 353.57799 43.37952
ZTF20acpbnzr 310.03801 -14.18192 310.03811 -14.18211
ZTF20acpcuwx 32.30922 33.04308 32.30702 33.04392
ZTF20acpdrab 50.36076 3.60677 50.36209 3.60651
ZTF20acpeldz 69.78703 23.51485 69.78698 23.51491
ZTF20acpeyoo 144.12042 47.91422 144.12059 47.91483
ZTF20acpgnej 166.70642 57.68545 166.70728 57.68402
ZTF20acpgnsn 165.89812 -1.39171 165.89876 -1.39337
ZTF20acpgzif 118.57044 40.12470 118.57295 40.12224
ZTF20acphbem 106.33811 18.22547 106.33831 18.22548
ZTF20acphccy 104.45468 15.44218 104.45528 15.44395
ZTF20acphcdv 129.13553 31.14334 129.13699 31.14227
ZTF20acphdbu 150.90410 45.29873 150.90369 45.29909
ZTF20acphick 133.46431 29.95111 133.46328 29.95124
ZTF20acphsbv 110.17047 34.07367 110.16973 34.07366
ZTF20acpilio 270.00000 -80.00000 203.84816 28.95937
ZTF20acpiywu 315.04445 -4.06528 315.04587 -4.06706
ZTF20acpjapi 271.47079 34.02210 271.47099 34.02068
ZTF20acpjcoe 330.25651 -1.15128 330.25669 -1.15136
ZTF20acpjfln 326.08370 8.62390 326.08410 8.62350
ZTF20acpjino 291.28367 42.16400 291.28370 42.16393
ZTF20acpkjsn 12.36484 23.41278 12.36464 23.41256
ZTF20acpkled 13.31191 37.79305 13.31189 37.79389
ZTF20acpklpq 2.08080 45.39262 2.08077 45.39256
ZTF20acpknjk 18.97242 0.01582 18.97255 0.01604
ZTF20acpkpla 21.07059 -19.43206 21.07081 -19.43187
ZTF20acpkprl 14.97466 -17.26396 14.97442 -17.26404
ZTF20acpkqhq 9.04761 -23.66015 9.04799 -23.65997
ZTF20acpksoc 2.27553 3.37037 2.27551 3.37027
ZTF20acplhku 28.03904 42.86908 28.03788 42.86981
ZTF20acplqek 52.66350 3.09795 52.66637 3.09734
ZTF20acpmgdz 66.58621 -10.09512 66.58275 -10.09905
ZTF20acpmxdg 86.45163 9.50141 86.45193 9.50203
ZTF20acpprmy 352.57147 -12.66406 352.56878 -12.66794
ZTF20acppsay 348.16868 -11.93409 348.16862 -11.93390
ZTF20acpqagp 29.15635 -5.81172 29.15712 -5.81175
ZTF20acptdpf 69.55188 -25.61472 69.55073 -25.61467
ZTF20acpujxl 77.03474 10.38396 77.03655 10.38379
ZTF20acpumut 109.97483 37.55846 109.97343 37.55800
ZTF20acpvxmk 108.10013 15.59177 108.10020 15.59179
ZTF20acpwjus 141.63835 -1.65011 141.63858 -1.65026
ZTF20acpxvez 178.07236 43.28707 178.07257 43.28685
ZTF20acpyaap 149.45394 -13.62879 149.45418 -13.62953
ZTF20acqelhh 74.01449 -25.15147 74.01575 -25.15113
ZTF20acqfssi 94.16383 -21.49987 94.16350 -21.49980
ZTF20acqikeh 300.01375 10.15108 300.01369 10.15117
ZTF20acqjmzk 340.91104 -14.06807 340.91096 -14.06787
ZTF20acqksdi 40.08553 -1.44713 40.08521 -1.44689
ZTF20acqlfwb 42.89147 13.02251 42.89138 13.02157
ZTF20acqntkr 193.37226 -5.42978 193.37347 -5.43178
ZTF20acquetr 165.79591 41.70523 165.79743 41.70648
ZTF20acqvgav 270.00000 -80.00000 184.82268 46.37251
ZTF20acqzjqz 43.74722 4.06105 43.74606 4.06022
ZTF20acqzpta 24.47856 30.10676 24.47838 30.10688
ZTF20acrbpqd 194.91912 30.83444 194.91738 30.83344
ZTF20acrcewc 198.97823 8.02712 198.97862 8.02743
ZTF20acrdemq 6.83678 39.49807 6.83491 39.49782
ZTF20acrerzb 50.61131 -3.81865 50.61245 -3.81865
ZTF20acrheie 81.31313 -8.62606 81.31315 -8.62602
ZTF20acrhrcy 110.35036 50.13156 110.35251 50.13125
ZTF20acrqeje 107.81314 26.43744 107.81370 26.43686
ZTF20acrudzk 26.35476 -16.31554 26.35459 -16.31606
ZTF20acrufey 50.50627 38.05447 50.50597 38.05485
ZTF20acrxrfv 0.81359 30.67843 0.81411 30.67541
ZTF20acsdykp 124.86333 2.10174 124.86337 2.10140
ZTF20acselme 134.13636 39.14105 134.13634 39.14137
ZTF20acsesce 129.04531 -3.43460 129.04513 -3.43510
ZTF20acsfdnn 170.75988 34.15208 170.75989 34.15254
ZTF20actddoh 42.06889 -10.25035 42.06844 -10.25207
ZTF20actdeqw 26.94365 -21.76114 26.94381 -21.76084
ZTF20actfeym 44.74128 9.96306 44.74222 9.96430
ZTF20actfoxr 72.97684 13.09825 72.97469 13.09963
ZTF20actiymd 124.46124 -5.71836 124.46237 -5.71931
ZTF20actjbaf 120.42248 -10.40663 120.42256 -10.40583
ZTF20actljfs 155.82266 -8.38966 155.82150 -8.38878
ZTF20actlvpy 328.80115 -11.32334 328.80107 -11.32324
ZTF20actoakx 188.54066 -6.31429 188.54075 -6.31437
ZTF20actocyw 208.06796 2.10773 208.06888 2.10717
ZTF20actpatx 345.61030 1.30647 345.61025 1.30663
ZTF20actpbck 349.82926 8.10129 349.82953 8.10000
ZTF20actpuan 41.21636 46.16625 41.21562 46.16554
ZTF20actrovz 357.11866 -5.39567 357.11888 -5.39568
ZTF20actrwym 314.14431 -0.17653 314.14412 -0.17636
ZTF20actskcf 46.83499 4.39081 46.83592 4.39059
ZTF20actveqm 133.12625 15.34368 133.12625 15.34386
